foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
新竹縣政府警察局,竹北分局,HNB00352,鹿場里,新竹縣竹北市鹿場里20鄰莊敬南路166號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00353,中興里,新竹縣竹北市中興里6鄰嘉豐十一路115號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00354,鹿場里,新竹縣竹北市鹿場里21鄰成功八路180號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00355,鹿場里,新竹縣竹北市鹿場里19鄰文興路257號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00356,北興里,新竹縣竹北市北興里28鄰十興路一段472號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00357,鹿場里,新竹縣竹北市鹿場里29鄰自強三路188號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00358,北興里,新竹縣竹北市北興里16鄰莊敬三路268號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00359,鹿場里,新竹縣竹北市鹿場里29鄰文興路88號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00360,北興里,新竹縣竹北市北興里1鄰聯發街31號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00361,鹿場里,新竹縣竹北市鹿場里27鄰成功十三街30號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00362,北興里,新竹縣竹北市北興里11鄰田厝街17號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00363,鹿場里,新竹縣竹北市鹿場里自強南路216號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00364,鹿場里,新竹縣竹北市鹿場里19鄰成功十一街56號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00365,鹿場里,新竹縣竹北市鹿場里18鄰文興路333號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00366,北興里,新竹縣竹北市北興里5鄰莊敬三路171號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00367,東興里,新竹縣竹北市東興里19鄰嘉興二街17號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00368,鹿場里,新竹縣竹北市鹿場里26鄰成功十二街38號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00369,北興里,新竹縣竹北市北興里9鄰莊敬三路215號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00370,中興里,新竹縣竹北市中興里13鄰光明六路東二段112號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00371,東興里,新竹縣竹北市東興里29鄰十興五街120-1號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00372,中興里,新竹縣竹北市中興里5鄰文興路二段1號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00373,中興里,新竹縣竹北市中興里5鄰復興三路二段8號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00374,鹿場里,新竹縣竹北市鹿場里29鄰興隆路二段265號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00375,中興里,新竹縣竹北市中興里3鄰嘉豐五路一段213號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00376,中興里,新竹縣竹北市中興里1鄰福興東路二段42號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00377,中興里,新竹縣竹北市中興里8鄰光明六路二段430號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00378,鹿場里,新竹縣竹北市鹿場里25鄰成功九街92號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00379,東興里,新竹縣竹北市東興里42鄰東興路一段388號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00380,北興里,新竹縣竹北市北興里14鄰勝利八街一段225號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00381,鹿場里,新竹縣竹北市鹿場里22鄰文興路195號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00382,北興里,新竹縣竹北市北興里30鄰勝利八街一段345號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00383,東興里,新竹縣竹北市東興里20鄰十興二街128號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00384,鹿場里,新竹縣竹北市鹿場里17鄰成功十一街105號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00385,北興里,新竹縣竹北市北興里37鄰十興路一段435號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00387,東興里,新竹縣竹北市東興里自強北路418號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00388,北興里,新竹縣竹北市北興里勝利十一路118號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00389,鹿場里,新竹縣竹北市鹿場里15鄰成功十一街77號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00390,北興里,新竹縣竹北市北興里36鄰勝利十一路266號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00391,鹿場里,新竹縣竹北市鹿場里18鄰自強五路177號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00392,東興里,新竹縣竹北市東興里26鄰自強北路318號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00393,中興里,新竹縣竹北市中興里9鄰嘉豐南路一段38號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00394,鹿場里,新竹縣竹北市鹿場里12鄰自強南路182號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00395,中興里,新竹縣竹北市中興里5鄰嘉豐六路一段101號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00396,東興里,新竹縣竹北市東興里25鄰嘉興三街28號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00397,東興里,新竹縣竹北市東興里38鄰光明六路東二段281號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
