foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
海山、板橋,海山分局,DE02000206,柏翠里,新北市板橋區文化二段413號,25.032372,121.47416,1,48.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000207,文化里,新北市板橋區文化二段175號,25.027908,121.470369,1,1065.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000208,文化里,新北市板橋區光武街50巷21號,25.027326,121.467662,1,512.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000210,明翠里,新北市板橋區四維路257號,25.028027,121.463409,1,194.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000211,明翠里,新北市板橋區四維路243號,25.02748921,121.4636739,1,463.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000214,明翠里,新北市板橋區民有街57~59號,25.024469,121.466037,1,293.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000219,新埔里,新北市板橋區陽明街22號,25.023676,121.463841,1,122.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000220,新埔里,新北市板橋區陽明街46號,25.021993,121.4658,1,518.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000221,新埔里,新北市板橋區文化路一段421巷16號,25.02293,121.467,1,129.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000222,新埔里,新北市板橋區民生路三段29巷1號,25.024164,121.46669,1,950.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000226,陽明里,新北市板橋區陽明街94~136號,25.024417,121.465134,1,2060.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000228,陽明里,新北市板橋區陽明街168號,25.025123,121.463178,1,864.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000232,陽明里,新北市板橋區自由路13~15號,25.023655,121.464276,1,221.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000233,陽明里,新北市板橋區自由路51巷6~8號,25.023403,121.464739,1,133.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000714,文化里,新北市板橋區松江街2號,25.026274,121.469192,1,1561.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000722,明翠里,新北市板橋區四維路177巷4弄18號,25.026567,121.463558,1,162.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000725,江翠里,新北市板橋區吳鳳50巷89號,25.030539,121.470473,1,587.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000726,江翠里,新北市板橋區宏國路51號,25.031876,121.468451,1,478.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000727,江翠里,新北市板橋區吳鳳路88號2樓,25.031636,121.467032,1,87.0,鐵路警察局臺北分局,
